hr_mean,hr_var,accx_mean,accx_var,accy_mean,accy_var,accz_mean,accz_var,activity
101.43119999999992,241.60883281868738,0.7029083333333339,0.04445675180605766,-0.6035555555555568,0.03168877157235,-0.07537500000000022,0.10530183210614028,0.0
83.48796893667863,348.3782946736753,0.7899320732427653,0.08367571178045957,-0.2124040165386812,0.2341882514934544,-0.01436207914943814,0.0812869341479935,0.0
87.04752475247518,42.11740774732017,0.4614185567010292,0.049513415909632055,-0.13054845360824718,0.18792465782042145,0.5935381443298879,0.18300076019869968,0.0
86.81592222222211,31.8618284032876,0.7832944444444386,0.013885114723225638,0.4022638888888802,0.07425091672841283,0.27456388888889155,0.052745350182149695,0.0
81.58517777777777,8.132570713632418,0.7066666666666594,0.04798371769935855,0.36882222222224137,0.035611671637182804,0.46978888888889,0.032580672285510606,0.0
83.22306666666654,14.894074901001133,0.7175361111111147,0.02202718680343316,0.3556250000000097,0.01967307411781074,0.5102555555555539,0.027638278657650853,0.0
101.31114444444452,134.93005197021378,0.7152750000000032,0.0709551341344815,-0.2221166666666657,0.2723688444012237,-0.07540277777777778,0.12606541149547626,0.0
109.50921111111091,120.5926584425906,0.3992166666666579,0.05219794137260299,-0.8371583333333205,0.09209697964712266,-0.055152777777777585,0.036203199769996884,0.0
86.09367647058819,33.07258680800744,0.6293847874720452,0.058275089939143376,0.4597790827740367,0.036172007125983285,0.4724552572706853,0.038028767228296685,0.0
96.08983333333323,501.15499630144615,0.7013055555555611,0.04448554150844408,0.12232222222222215,0.2664275593837799,0.23050833333333445,0.16488201437899347,0.0
85.3975,72.83647906006661,0.8303861111110964,0.01928001203266332,-0.3249249999999972,0.07201305355654343,0.2333000000000025,0.08098805112531178,0.0
99.26161428571429,525.5351809382795,0.5359190140845168,0.05130292404834117,-0.1017922535211272,0.4410357792989023,-0.3274859154929561,0.14416282121754964,0.0
83.74526434195731,137.08648644468434,-0.8225541490857956,0.055474735038351534,0.0503263009845287,0.1387791281628753,0.2439240506329109,0.09700268978437604,0.0
85.14198888888882,15.888366340254636,0.685327777777776,0.0628996980334037,-0.20713055555555188,0.10863258089438296,-0.16204166666666506,0.3178669335231957,0.0
100.82395555555556,5.584677773328376,0.630174999999992,0.12832558759377555,0.27619722222221665,0.19977066962273124,-0.06713611111110948,0.20051674723689306,0.0
81.17948888888886,19.755838670621664,0.6687833333333435,0.03787559627674402,-0.2407833333333427,0.2418333400944723,-0.12441944444444268,0.21760844307831168,0.0
82.92656174334134,122.08083689133484,0.7879321828640677,0.08486589243154519,-0.17391765062064676,0.14571075275619852,-0.0278383287920074,0.1649448109229481,0.0
79.94063333333341,18.075607273637363,0.6828027777777831,0.07653404278194524,0.3964944444444664,0.008480233367292967,0.4945111111111191,0.017384923466394878,0.0
83.6241333333333,26.165644965517245,-0.7142722222222238,0.03945254048964232,0.12091111111111146,0.11554809990429353,0.4107111111111198,0.15682644611157415,0.0
85.6738333333332,5.448380506117911,0.4838083333333358,0.0852916609474853,0.285680555555549,0.07161265146954368,0.36827222222222944,0.3798157413787779,0.0
82.48712222222218,16.654936870473378,0.619875000000012,0.052802234995832406,0.07437777777777814,0.13356538100089524,0.4524777777777692,0.19555095810564765,0.0
83.25086666666664,33.40775675639601,0.6698944444444492,0.034230886326448884,0.25273055555555163,0.07878995794356572,0.5471111111111027,0.044062449445833415,0.0
